CustomerID	Count	Country	State	City	Zip Code	Lat Long	Latitude	Longitude	Gender	Senior Citizen	Partner	Dependents	Tenure Months	Phone Service	Multiple Lines	Internet Service	Online Security	Online Backup	Device Protection	Tech Support	Streaming TV	Streaming Movies	Contract	Paperless Billing	Payment Method	Monthly Charges	Total Charges	Churn Label	Churn Value	Churn Score	CLTV	Churn Reason
7495-OOKFY	1	United States	California	Los Angeles	90063	34.044271, -118.185237	34.044271	-118.185237	Female	Yes	Yes	Yes	8	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	80.65	633.3	Yes	1	69	5302	Competitor made better offer
1658-BYGOY	1	United States	California	Los Angeles	90065	34.108833, -118.229715	34.108833	-118.229715	Male	Yes	No	Yes	18	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	95.45	1752.55	Yes	1	81	3179	Competitor made better offer
5698-BQJOH	1	United States	California	Beverly Hills	90211	34.063947, -118.383001	34.063947	-118.383001	Female	No	No	Yes	9	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	94.4	857.25	Yes	1	96	5571	Price too high
5919-TMRGD	1	United States	California	Huntington Park	90255	33.97803, -118.217141	33.978030	-118.217141	Female	No	No	Yes	1	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	79.35	79.35	Yes	1	87	2483	Product dissatisfaction
9191-MYQKX	1	United States	California	Lynwood	90262	33.923573, -118.200669	33.923573	-118.200669	Female	No	Yes	Yes	7	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	75.15	496.9	Yes	1	70	3457	Service dissatisfaction
8637-XJIVR	1	United States	California	Marina Del Rey	90292	33.977468, -118.445475	33.977468	-118.445475	Female	No	No	Yes	12	Yes	Yes	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	78.95	927.35	Yes	1	86	5806	Lack of self-service on Website
4598-XLKNJ	1	United States	California	Inglewood	90303	33.936291, -118.332639	33.936291	-118.332639	Female	Yes	Yes	Yes	25	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	98.5	2514.5	Yes	1	88	5337	Limited range of services
0486-HECZI	1	United States	California	Torrance	90504	33.867257, -118.330794	33.867257	-118.330794	Male	No	Yes	Yes	55	Yes	Yes	Fiber optic	Yes	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	96.75	5238.9	Yes	1	75	5154	Long distance charges
4846-WHAFZ	1	United States	California	Whittier	90602	33.972119, -118.020188	33.972119	-118.020188	Female	Yes	Yes	Yes	37	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	76.5	2868.15	Yes	1	67	2793	Extra data charges
5299-RULOA	1	United States	California	Whittier	90606	33.976678, -118.065875	33.976678	-118.065875	Female	No	Yes	Yes	10	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	100.25	1064.65	Yes	1	87	5998	Price too high
0404-SWRVG	1	United States	California	La Habra	90631	33.940619, -117.9513	33.940619	-117.951300	Male	No	No	Yes	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.4	229.55	Yes	1	76	4415	Product dissatisfaction
4412-YLTKF	1	United States	California	Pico Rivera	90660	33.989524, -118.089299	33.989524	-118.089299	Female	Yes	No	Yes	27	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	78.05	2135.5	Yes	1	95	4638	Service dissatisfaction
0390-DCFDQ	1	United States	California	Los Alamitos	90720	33.79499, -118.065591	33.794990	-118.065591	Female	Yes	Yes	Yes	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	70.45	70.45	Yes	1	76	3964	Don't know
3874-EQOEP	1	United States	California	Long Beach	90804	33.783047, -118.1486	33.783047	-118.148600	Male	No	No	Yes	7	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	No	Mailed check	95	655.5	Yes	1	94	2786	Poor expertise of phone support
0867-MKZVY	1	United States	California	Altadena	91001	34.196837, -118.142236	34.196837	-118.142236	Female	No	Yes	Yes	20	Yes	Yes	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Electronic check	82.4	1592.35	Yes	1	86	5719	Price too high
3376-BMGFE	1	United States	California	Monrovia	91016	34.1528, -118.000482	34.152800	-118.000482	Female	No	No	Yes	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	70.9	273	Yes	1	75	4287	Product dissatisfaction
1875-QIVME	1	United States	California	Tujunga	91042	34.296574, -118.244839	34.296574	-118.244839	Female	No	Yes	Yes	2	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	104.4	242.8	Yes	1	83	4690	Lack of self-service on Website
2656-FMOKZ	1	United States	California	Pasadena	91106	34.139402, -118.128658	34.139402	-118.128658	Female	Yes	No	Yes	15	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	74.45	1145.7	Yes	1	99	5717	Limited range of services
2070-FNEXE	1	United States	California	Pasadena	91107	34.159007, -118.087353	34.159007	-118.087353	Female	Yes	No	Yes	7	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	76.45	503.6	Yes	1	81	4419	Lack of affordable download/upload speed
9367-WXLCH	1	United States	California	Glendale	91204	34.136306, -118.26036	34.136306	-118.260360	Male	No	No	Yes	8	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	No	Bank transfer (automatic)	84.5	662.65	Yes	1	86	2152	Extra data charges
1918-ZBFQJ	1	United States	California	Glendale	91206	34.162515, -118.203869	34.162515	-118.203869	Female	No	No	Yes	13	Yes	No	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	79.25	1111.65	Yes	1	73	5142	Price too high
2472-OVKUP	1	United States	California	Canoga Park	91304	34.224377, -118.632656	34.224377	-118.632656	Male	No	Yes	Yes	6	Yes	No	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	91	531	Yes	1	94	2283	Service dissatisfaction
1285-OKIPP	1	United States	California	Mission Hills	91345	34.266389, -118.459744	34.266389	-118.459744	Male	No	No	Yes	1	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	No	Electronic check	79.9	79.9	Yes	1	98	3394	Lack of self-service on Website
7825-ECJRF	1	United States	California	Santa Clarita	91350	34.502432, -118.41459	34.502432	-118.414590	Female	No	No	Yes	19	Yes	No	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	106.6	1934.45	Yes	1	71	3764	Network reliability
9408-SSNVZ	1	United States	California	Stevenson Ranch	91381	34.364153, -118.615583	34.364153	-118.615583	Female	No	No	Yes	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.15	268.35	Yes	1	67	2227	Don't know
8937-RDTHP	1	United States	California	Burbank	91504	34.213049, -118.317651	34.213049	-118.317651	Male	No	No	Yes	1	Yes	No	Fiber optic	Yes	No	No	No	No	Yes	Month-to-month	Yes	Mailed check	84.6	84.6	Yes	1	66	2484	Poor expertise of phone support
0094-OIFMO	1	United States	California	North Hollywood	91605	34.207295, -118.400022	34.207295	-118.400022	Female	Yes	No	Yes	11	Yes	No	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	95	1120.3	Yes	1	85	5980	Product dissatisfaction
9947-OTFQU	1	United States	California	Covina	91722	34.097345, -117.906736	34.097345	-117.906736	Male	Yes	No	No	15	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	74.4	1074.3	Yes	1	86	4616	Service dissatisfaction
4629-NRXKX	1	United States	California	El Monte	91731	34.079934, -118.046695	34.079934	-118.046695	Female	No	Yes	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	70.4	147.15	Yes	1	75	5687	Network reliability
3606-TWKGI	1	United States	California	Rowland Heights	91748	33.976753, -117.897367	33.976753	-117.897367	Male	Yes	No	No	13	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	106.9	1364.3	Yes	1	84	2494	Extra data charges
4385-GZQXV	1	United States	California	Ontario	91764	34.074087, -117.605618	34.074087	-117.605618	Female	Yes	No	No	16	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	94.45	1511.2	Yes	1	81	3810	Product dissatisfaction
5940-AHUHD	1	United States	California	Pomona	91768	34.067932, -117.785168	34.067932	-117.785168	Male	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Mailed check	70.6	70.6	Yes	1	69	3338	Lack of self-service on Website
6432-TWQLB	1	United States	California	Rosemead	91770	34.065108, -118.082791	34.065108	-118.082791	Male	No	Yes	No	5	Yes	Yes	Fiber optic	No	Yes	No	Yes	No	No	Month-to-month	Yes	Electronic check	85.4	401.1	Yes	1	80	3676	Network reliability
4484-GLZOU	1	United States	California	San Dimas	91773	34.102119, -117.815532	34.102119	-117.815532	Female	No	Yes	No	52	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	105.05	5624.85	Yes	1	65	4839	Don't know
9512-UIBFX	1	United States	California	West Covina	91791	34.061634, -117.893169	34.061634	-117.893169	Male	No	Yes	No	18	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	No	Mailed check	95.15	1779.95	Yes	1	68	4643	Don't know
5583-SXDAG	1	United States	California	Alhambra	91803	34.074736, -118.145959	34.074736	-118.145959	Male	No	Yes	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	70	70	Yes	1	97	4094	Don't know
3488-PGMQJ	1	United States	California	Alpine	91901	32.827184, -116.703729	32.827184	-116.703729	Male	Yes	No	No	8	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	74.5	606.55	Yes	1	80	4345	Poor expertise of online support
7534-BFESC	1	United States	California	Boulevard	91905	32.677097, -116.304991	32.677097	-116.304991	Male	Yes	No	No	24	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	76.1	1712.7	Yes	1	98	2018	Price too high
6390-DSAZX	1	United States	California	Guatay	91931	32.857946, -116.561917	32.857946	-116.561917	Female	No	No	No	1	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Mailed check	73.6	73.6	Yes	1	80	2565	Product dissatisfaction
8098-LLAZX	1	United States	California	Jacumba	91934	32.649787, -116.2237	32.649787	-116.223700	Female	Yes	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	95.45	396.1	Yes	1	85	3677	Service dissatisfaction
0265-EDXBD	1	United States	California	Mount Laguna	91948	32.830852, -116.444601	32.830852	-116.444601	Male	Yes	Yes	No	32	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.9	2303.35	Yes	1	69	4105	Lack of self-service on Website
7563-BIUPC	1	United States	California	Borrego Springs	92004	33.200369, -116.192313	33.200369	-116.192313	Male	No	No	No	5	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	80.6	415.55	Yes	1	69	5715	Network reliability
2840-XANRC	1	United States	California	Del Mar	92014	32.948262, -117.256086	32.948262	-117.256086	Male	Yes	Yes	No	24	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	93.15	2231.05	Yes	1	73	2212	Lack of affordable download/upload speed
5804-LEPIM	1	United States	California	Escondido	92029	33.079834, -117.134275	33.079834	-117.134275	Female	Yes	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.35	139.05	Yes	1	73	2671	Extra data charges
0122-OAHPZ	1	United States	California	Oceanside	92057	33.254497, -117.285879	33.254497	-117.285879	Female	No	No	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	73.85	511.25	Yes	1	67	2473	Price too high
2868-SNELZ	1	United States	California	Pala	92059	33.384345, -117.072619	33.384345	-117.072619	Female	No	No	No	2	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	No	Mailed check	80.6	155.8	Yes	1	92	2683	Product dissatisfaction
1343-EHPYB	1	United States	California	Ranchita	92066	33.215251, -116.53633	33.215251	-116.536330	Male	No	Yes	No	63	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	103.4	6603	Yes	1	98	4352	Network reliability
2034-GDRCN	1	United States	California	Valley Center	92082	33.25283, -116.986079	33.252830	-116.986079	Female	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	90.4	168.2	Yes	1	76	4157	Don't know
0219-YTZUE	1	United States	California	San Diego	92103	32.747484, -117.166877	32.747484	-117.166877	Male	No	Yes	No	4	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	84.8	371.9	Yes	1	73	4939	Don't know
4572-DVCGN	1	United States	California	San Diego	92105	32.741859, -117.090353	32.741859	-117.090353	Female	No	No	No	10	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	80.25	846	Yes	1	85	3598	Poor expertise of online support
1010-DIAUQ	1	United States	California	San Diego	92116	32.765299, -117.122565	32.765299	-117.122565	Male	No	No	No	5	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	96.5	492.55	Yes	1	98	5383	Price too high
0259-GBZSH	1	United States	California	San Diego	92122	32.85723, -117.209774	32.857230	-117.209774	Male	No	No	No	2	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	85.65	181.5	Yes	1	73	3878	Product dissatisfaction
9601-BRXPO	1	United States	California	San Diego	92129	32.961064, -117.134917	32.961064	-117.134917	Female	No	Yes	No	25	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	104.95	2566.5	Yes	1	66	3642	Service dissatisfaction
5167-ZFFMM	1	United States	California	Indio	92201	33.713891, -116.237257	33.713891	-116.237257	Male	No	No	No	1	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	90.85	90.85	Yes	1	81	3424	Network reliability
0533-BNWKF	1	United States	California	Palm Desert	92211	33.762759, -116.324817	33.762759	-116.324817	Female	Yes	Yes	No	55	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	85.45	4874.7	Yes	1	100	5502	Lack of affordable download/upload speed
6599-CEBNN	1	United States	California	Desert Hot Springs	92240	33.948558, -116.516976	33.948558	-116.516976	Female	No	No	No	34	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	73.95	2524.45	Yes	1	94	5795	Long distance charges
0979-PHULV	1	United States	California	Holtville	92250	32.811001, -115.152865	32.811001	-115.152865	Male	No	Yes	No	69	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	99.45	7007.6	Yes	1	80	4020	Extra data charges
0334-GDDSO	1	United States	California	Ocotillo	92259	32.698964, -115.886656	32.698964	-115.886656	Male	Yes	No	No	3	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	81.35	233.7	Yes	1	73	2818	Service dissatisfaction
0578-SKVMF	1	United States	California	Seeley	92273	32.790282, -115.689559	32.790282	-115.689559	Female	No	Yes	No	22	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Electronic check	83.3	1845.9	Yes	1	88	3804	Lack of self-service on Website
5564-NEMQO	1	United States	California	Thermal	92274	33.53604, -116.119222	33.536040	-116.119222	Female	Yes	No	No	1	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	75.3	75.3	Yes	1	67	4902	Network reliability
7752-XUSCI	1	United States	California	Crestline	92325	34.248061, -117.29028	34.248061	-117.290280	Female	No	No	No	60	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	105.9	6396.45	Yes	1	84	4105	Don't know
4110-PFEUZ	1	United States	California	Daggett	92327	34.875144, -116.821698	34.875144	-116.821698	Female	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Mailed check	69.55	69.55	Yes	1	73	2792	Competitor had better devices
0256-LTHVJ	1	United States	California	Ludlow	92338	34.702766, -116.093376	34.702766	-116.093376	Female	No	Yes	No	28	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	81.05	2227.1	Yes	1	98	5201	Competitor had better devices
0880-TKATG	1	United States	California	Lucerne Valley	92356	34.508417, -116.856103	34.508417	-116.856103	Male	No	Yes	No	4	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	No	Electronic check	101.15	385.9	Yes	1	84	4417	Competitor had better devices
3811-VBYBZ	1	United States	California	Lytle Creek	92358	34.238162, -117.534306	34.238162	-117.534306	Male	No	No	No	7	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	99.8	673.25	Yes	1	98	2031	Competitor had better devices
9399-APLBT	1	United States	California	Rialto	92377	34.156758, -117.404686	34.156758	-117.404686	Female	No	Yes	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	74.7	74.7	Yes	1	80	5980	Competitor had better devices
2359-KMGLI	1	United States	California	Running Springs	92382	34.186211, -117.07683	34.186211	-117.076830	Male	No	No	No	24	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	80.25	1861.5	Yes	1	77	4418	Competitor had better devices
0306-JAELE	1	United States	California	Tecopa	92389	35.824572, -116.274755	35.824572	-116.274755	Male	No	No	No	5	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	96.1	453.4	Yes	1	66	4192	Competitor had better devices
6227-HWPWX	1	United States	California	Victorville	92392	34.486835, -117.362274	34.486835	-117.362274	Female	No	No	No	15	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	69	994.8	Yes	1	73	5671	Competitor had better devices
5949-XIKAE	1	United States	California	San Bernardino	92401	34.105935, -117.2914	34.105935	-117.291400	Female	No	Yes	No	8	Yes	No	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	83.55	680.05	Yes	1	65	2879	Product dissatisfaction
8372-JUXUI	1	United States	California	San Bernardino	92410	34.106922, -117.297553	34.106922	-117.297553	Male	No	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.35	74.35	Yes	1	93	2814	Service dissatisfaction
0388-EOPEX	1	United States	California	Riverside	92503	33.890046, -117.455583	33.890046	-117.455583	Female	No	Yes	No	2	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.4	139.4	Yes	1	77	4263	Lack of self-service on Website
7783-YKGDV	1	United States	California	March Air Reserve Base	92518	33.888323, -117.277533	33.888323	-117.277533	Female	No	No	No	12	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	99.7	1238.45	Yes	1	76	2538	Lack of affordable download/upload speed
5609-CEBID	1	United States	California	Hemet	92544	33.644585, -116.871544	33.644585	-116.871544	Female	Yes	No	No	20	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	94.1	1782.4	Yes	1	87	2666	Long distance charges
7218-HKQFK	1	United States	California	Homeland	92548	33.761894, -117.120868	33.761894	-117.120868	Male	No	Yes	No	2	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	94.2	167.5	Yes	1	72	3715	Don't know
4636-QRJKY	1	United States	California	Idyllwild	92549	33.755039, -116.741796	33.755039	-116.741796	Female	No	Yes	No	6	Yes	Yes	Fiber optic	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	80.5	502.85	Yes	1	98	5032	Price too high
5956-VKDTT	1	United States	California	Moreno Valley	92557	33.970661, -117.255039	33.970661	-117.255039	Female	Yes	Yes	No	5	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	74.35	334.8	Yes	1	82	5273	Product dissatisfaction
9412-GHEEC	1	United States	California	Murrieta	92563	33.581045, -117.14719	33.581045	-117.147190	Male	No	No	No	40	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	104.8	4131.95	Yes	1	88	3492	Service dissatisfaction
0257-ZESQC	1	United States	California	Perris	92571	33.828289, -117.201666	33.828289	-117.201666	Female	Yes	Yes	No	27	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	75.2	1929.35	Yes	1	99	4517	Lack of self-service on Website
6825-UYPFK	1	United States	California	Sun City	92586	33.707483, -117.200006	33.707483	-117.200006	Female	No	No	No	23	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	75.6	1758.6	Yes	1	81	2115	Network reliability
8397-MVTAZ	1	United States	California	Sun City	92587	33.69887, -117.25071	33.698870	-117.250710	Male	No	Yes	No	34	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	100.05	3480	Yes	1	72	2568	Don't know
9282-IZGQK	1	United States	California	Irvine	92612	33.643095, -117.810896	33.643095	-117.810896	Female	No	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	85	85	Yes	1	80	5679	Don't know
1342-JPNKI	1	United States	California	Lake Forest	92630	33.644849, -117.684254	33.644849	-117.684254	Male	No	No	No	10	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	86.05	834.1	Yes	1	85	2966	Don't know
6986-IJDHX	1	United States	California	Huntington Beach	92648	33.679659, -118.016195	33.679659	-118.016195	Male	No	Yes	No	39	Yes	No	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Mailed check	86.3	3266	Yes	1	98	3364	Poor expertise of phone support
5301-GAUUY	1	United States	California	Newport Beach	92661	33.601309, -117.902304	33.601309	-117.902304	Male	No	No	No	32	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	80.35	2596.15	Yes	1	92	5974	Competitor had better devices
0939-YAPAF	1	United States	California	Santa Ana	92701	33.748478, -117.858918	33.748478	-117.858918	Female	No	No	No	35	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	100.25	3527.6	Yes	1	72	2744	Competitor offered higher download speeds
3627-FHKBK	1	United States	California	Anaheim	92806	33.83796, -117.870494	33.837960	-117.870494	Female	No	No	No	1	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Mailed check	75.3	75.3	Yes	1	87	3244	Competitor had better devices
2865-TCHJW	1	United States	California	Anaheim	92807	33.848733, -117.788357	33.848733	-117.788357	Female	Yes	No	No	4	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	89.2	346.2	Yes	1	74	5808	Competitor had better devices
5192-EBGOV	1	United States	California	Brea	92823	33.924143, -117.79387	33.924143	-117.793870	Female	Yes	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	85.7	85.7	Yes	1	66	4880	Competitor offered higher download speeds
3419-SNJJD	1	United States	California	Yorba Linda	92887	33.884073, -117.732197	33.884073	-117.732197	Female	Yes	Yes	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	105.25	6786.4	Yes	1	91	4196	Competitor offered higher download speeds
